fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type,tS1,tS2,tS3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,overplotting
6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,White,-4.376805194,0.315235479,8.41252178,-2.407367319,-0.830746231,0.303764228,-0.087574409,1.042555434,-0.024166906,0.42280549,0.092718368,-0.305026349,0.239167573,0.053292213,1
6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7,White,16.27707824,-3.557363889,-22.67509499,0.049855802,3.100541691,0.355526174,0.622294205,0.338160606,0.677207564,0.20681909,0.767976144,-0.03452321,-0.18831057,-0.038291694,0
5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7,White,-16.00469279,-5.701080357,-21.98394733,0.507298745,3.075522088,-0.862223167,0.294352876,0.168302355,1.101843148,0.452562677,-0.831945072,0.210143134,0.309614617,0.060024987,0
7.5,0.29,0.36,15.7,0.05,29,124,0.9968,3.06,0.54,10.4,5,White,4.316428547,-27.85549869,0.068979494,-1.413486241,-1.181964685,-0.213102583,-0.585189544,-1.061553026,-0.039081648,0.880411842,-0.295225348,1.144986529,0.109374623,0.364267894,0
6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,5,White,0.411372672,-15.41271445,15.3592159,0.550031732,1.573961712,0.798562965,-0.967648047,0.877016174,-0.802194881,0.119230225,0.047097201,0.618740655,-0.396738892,-0.067472993,0
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,White,4.056962664,-4.954166288,8.600919757,-2.258975796,-1.446012668,-0.033709046,0.559087527,-0.653329222,1.187032832,0.565569888,-0.665566843,-0.216326995,-0.090817606,0.050230551,0
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,White,4.057259567,-4.954235721,8.601253522,-2.258975796,-1.446012668,-0.033709046,0.559087527,-0.653329222,1.187032832,0.565569888,-0.665566843,-0.216326995,-0.090817606,0.050230551,0
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,White,-15.82458937,6.154047152,-14.72065052,-0.238692374,1.743361485,0.064476202,-1.28952103,-1.086528832,1.19209876,0.803060678,0.080584171,0.665148078,0.498162158,0.117628912,0
7.1,0.18,0.49,1.3,0.033,12,72,0.99072,3.05,0.53,11.3,7,White,-25.46911772,11.53969485,0.458410986,0.322111398,2.298496726,-1.764358324,-0.939133969,-0.506328172,-0.286789594,-0.3679519,-0.393559454,-0.491783617,-0.137620078,0.29276647,0
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,White,7.031119369,7.555833139,-12.23940881,-1.295167335,1.156900009,0.382654393,-0.121467614,1.123151957,0.436553449,-0.643193919,-0.459240954,-0.401789288,0.293718025,-0.170077092,0
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,White,7.032358261,7.558484279,-12.24002039,-1.295167335,1.156900009,0.382654393,-0.121467614,1.123151957,0.436553449,-0.643193919,-0.459240954,-0.401789288,0.293718025,-0.170077092,0
6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,6,White,12.95876339,5.447455979,5.033378189,-1.132421109,0.313945179,0.181096138,0.798535429,0.358612302,-0.026515639,0.063687033,-0.279873442,0.210740043,-0.352378521,-0.212936351,0
6.7,0.38,0.26,9.55,0.036,35,91,0.9919,2.98,0.37,12.4,6,White,-14.11976172,-2.77305087,-23.43549082,-0.51322819,1.534737219,0.337281023,-1.054031371,-1.096954108,1.347269127,0.8053211,0.253769705,0.694240262,0.565721332,0.14350481,0
7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6,White,20.74851856,-14.01175269,10.11170344,0.570749862,0.299026364,0.579334939,-0.446117302,-0.24679215,0.910348309,0.103203468,-0.403258721,-0.274573255,-0.861401171,-0.351903881,0
7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6,White,-5.81783063,0.792560452,4.573895223,-2.270260158,-0.372431954,0.466395335,0.732553706,0.086278561,0.853806833,0.348388493,-0.001130803,-0.243154737,0.300031062,-0.302831688,0
7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6,White,7.01098593,-3.327633096,28.88929228,-2.054802141,-0.628945887,-0.01631193,0.121392128,-0.584137843,0.188037421,0.674912679,-0.048245491,-0.455033824,-1.050081027,0.071414687,0
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6,White,1.083547898,-16.55531038,11.97849734,1.105058268,1.549350222,-0.085726614,0.946454717,0.082638658,-0.325944317,1.086933114,-0.511582586,0.835996386,-0.642758462,0.117514795,0
7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,5,White,-0.653685666,-22.07636637,-21.15445039,-0.24045844,1.240711043,1.036323879,-0.835523877,0.873897918,-0.055824862,0.230978689,0.557686367,0.521812582,0.508559303,-0.085315917,0
6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,5,White,-12.67863077,-18.35394314,-13.4315942,0.301189366,1.613789462,-0.383341227,-0.439700965,1.373900489,-0.151658717,0.79950776,-1.008624237,0.916783419,0.435547211,0.037924645,0
6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,7,White,15.75961714,-17.80544659,-1.369358841,0.591281995,2.456934799,0.369312251,0.667926743,-0.499905598,0.83303924,0.829869567,0.920318613,-0.01094494,-0.571734172,0.047223676,0
6,0.39,0.13,1.2,0.042,60,172,0.99114,3.06,0.52,10.6,5,White,0.642568098,2.592673688,-5.681764464,-0.718924059,0.663009481,1.400861359,-0.41320554,1.739281795,1.527574032,0.507953242,-0.910053247,-0.260177403,0.376761726,-0.096134501,0
6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,5,White,7.766527414,7.572028045,-4.26110277,-1.85808315,-0.752780852,0.093685077,-0.305661203,0.812315786,-0.035017505,0.461444838,-0.09187812,-0.176974174,0.262122942,0.113401769,0
6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,White,13.21143528,-21.21262877,5.872112166,0.062337279,0.935188086,-0.411854616,0.242865521,0.650927565,-0.891292075,-0.435086163,-0.502829516,0.051812609,-0.414665223,-0.017181169,0
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,White,-14.69688985,-4.982426732,-24.20532017,0.466722647,2.859214023,-0.731724811,1.312019118,-0.669377872,1.164196672,-0.060861302,-0.15148423,-0.119566118,0.108448191,0.213138642,0
7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6,White,-21.60828243,3.170000924,-15.06582699,0.328652445,2.033105132,0.117227611,-1.128457716,-0.054366753,0.591211524,-0.29741582,-0.913758372,0.388436293,0.360062281,-0.275471557,0
6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,7,White,-0.183965705,-1.129779566,-21.75655745,-0.723877427,1.856047356,0.167769847,1.504795914,0.594068321,0.586408325,-0.289104283,0.053462805,-0.251479377,0.648317269,0.200141532,0
6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7,White,16.12683662,-23.39272362,-4.120798134,0.211501373,2.231453152,-0.612356286,1.128525539,0.39447045,-0.487878121,-0.245957038,-0.56589598,-0.127949327,-0.425487806,0.034708778,0
6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,6,White,-2.113155778,-14.56907642,-1.451948932,0.861981827,1.252951168,0.00608477,1.277475723,1.104050437,-1.090082338,-0.111838832,-0.401240916,0.238326142,-0.195724418,0.305907465,0
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,White,-17.66547208,5.579024021,19.80449316,-3.81039073,-0.781436909,2.091155758,0.200851322,1.355980542,1.576966171,-0.452421911,-0.056940438,-0.049677937,1.648697052,-0.293208639,0
6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,4,White,-9.530891709,20.04995203,6.389799193,1.320658607,-0.335030275,2.539050486,-2.566104022,-0.721121957,0.902951448,1.396650979,0.685020959,0.021578743,0.575056696,0.374660001,0
7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,6,White,-20.79022627,-4.838085389,-16.70923389,-0.105005257,1.647196297,0.304038203,-1.063125865,0.034087616,0.154147768,-0.451146019,-0.305779944,-0.188188295,0.38571499,0.007813776,0
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,White,8.820711366,5.6599831,-13.79091906,-0.058653656,1.27728548,1.275123341,1.179207584,1.10312841,7.46E-06,0.087288186,-0.066345549,-0.258156853,-0.01412623,-0.044424336,0
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,White,2.830923742,-33.68671649,7.35675287,-1.667490389,-1.473478648,0.692274853,0.737785687,-1.644887635,-0.380928222,-0.660123236,-0.386870756,0.62930265,0.520984355,0.458354274,1
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,White,-25.35337093,6.678561198,-10.78974747,1.699959712,1.601795639,0.003869291,-0.42566872,-0.54587076,1.266804879,1.994286941,-0.023394294,-0.085820156,-0.161931426,0.506200983,0
7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,7,White,-20.24656176,-5.495229111,-17.29487194,0.213660167,2.04063049,-1.487661644,0.321165729,0.189487369,0.373592363,-0.201970746,-1.461996104,-0.24317674,0.217367551,0.153333001,0
7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5,White,26.75844348,10.65248709,-12.96236183,-1.622978792,-1.034783055,-0.010841434,-0.022741798,-0.53075073,-0.149304654,1.020238965,-0.163441161,1.100926717,-0.164867114,0.107057822,0
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,White,-22.35306662,7.946612199,4.806578913,-0.303693478,1.89319432,-0.402256277,-1.258470362,-1.861136766,0.754204557,-0.409450354,-0.391993125,0.068237303,-0.027396406,0.016654372,0
5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7,White,6.658253178,7.762409711,-13.94448477,-0.760031197,1.508367537,0.651442124,1.261959046,0.443819645,0.356582078,-0.716567497,0.484130113,-0.500080666,-0.010734315,0.144851436,0
6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6,White,-19.02164216,-7.01351776,-10.53062371,-1.401424384,-0.240257901,0.275014635,-0.250524442,-1.378867357,-0.618422509,-1.020985569,0.163395565,0.869068373,0.641983606,0.158974028,0
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,White,28.01145498,-11.12931231,-9.315573627,-2.249616455,-1.058559783,-0.138002825,-0.758703253,-1.667073475,0.426009071,-0.613217647,-1.153722276,0.453473393,-0.218753474,-0.162015439,0
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5,White,-6.285930196,1.564701513,2.747984471,-3.214518274,-1.600357446,-0.917609565,-0.276589858,0.530955101,0.021238504,1.226001156,0.309673594,-0.61530576,0.662223587,0.133928282,0
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7,White,-21.5478595,-1.726355283,5.816834904,0.466530388,2.784443077,0.472084952,-0.697052612,-1.540799515,0.442770872,0.01036131,0.992554529,0.334744677,-0.46484074,0.019805199,0
6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6,White,4.158630432,-27.94239049,-0.866233829,-2.352617307,-1.791116687,-0.692330173,0.286555568,-1.681071825,-1.132658666,-0.229562315,0.423807588,0.17356536,0.21740496,0.549689337,1
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,White,7.312935153,-12.2653396,-19.74036276,-0.767852953,0.964191704,-0.422659535,0.02042803,0.435126744,0.302734464,-0.013550786,-0.521249881,0.277254009,0.297825138,-0.041491846,0
7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,5,White,17.07320621,-15.88063027,-3.388762623,-1.053605881,0.769606278,0.642951667,-1.98793578,-0.155727529,0.890289016,0.59331116,-0.560136183,0.417017122,0.011645197,-0.158457949,0
7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7,White,20.30761692,-1.262285179,19.03809317,-0.967621507,1.727791386,0.06353928,0.522379278,-0.987071826,0.621081862,0.370840857,0.116992542,0.355513152,-1.169896565,-0.518204434,0
5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8,White,5.695241726,7.787095174,-14.8722433,-1.303483855,3.377916575,-0.806452513,1.062444796,-0.206807054,0.651782189,0.164470898,2.03141795,-0.470900912,0.021480143,0.239575706,0
7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,8,White,-17.81406432,11.5175982,-15.58099711,0.558378177,3.605797705,-0.515479684,-0.753755516,-1.324007436,1.948756582,-0.107161748,0.445049527,-0.6715128,0.110354137,0.005229371,0
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,White,-11.22335971,1.970183594,-2.085428515,-2.702642957,-0.836490321,-0.81057345,2.407705477,0.666349115,0.085235445,0.769230897,-0.644560716,0.401278556,0.990451262,0.085135601,0
7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,6,White,12.23761378,1.076874259,15.24961001,-0.449673673,2.039741603,-0.019231446,0.825013313,1.182310192,-0.073913711,0.663437848,0.203072776,0.572734026,-0.523959121,-0.483129682,0
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,White,4.703349305,-22.9771023,-18.94011921,-0.138557307,1.885650908,-1.941279299,0.687200274,0.832717893,0.423359038,-0.051810192,-0.932658039,-0.273190795,0.024123989,0.315210083,0
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,White,22.22191824,3.901484927,16.80113658,-1.945984978,-1.480126792,-0.227070833,-0.032252409,-1.200213203,0.050048269,-0.293368381,-0.734614241,0.109279296,-0.766367892,-0.24726922,0
6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,5,White,3.396156798,14.42363814,-17.40078243,-2.062907269,-1.19746561,0.902676811,0.111690634,0.30225676,0.391675867,-0.129181211,-1.1638001,0.479984842,0.685565721,-0.057307811,0
6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7,White,17.11240605,1.533224257,-14.53903625,0.190664986,2.174981547,0.256277603,1.478476168,0.349387932,0.300925127,0.388611698,-0.096695153,-0.392109276,-0.381816067,0.066174702,0
6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7,White,-21.14692144,12.105696,-12.0126925,0.668311302,3.291783599,-0.084707007,0.438046392,-0.889578746,-0.396912341,0.112293172,0.834917099,0.991916091,0.099087334,0.011147165,0
6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4,White,-20.15211045,1.852661693,-1.382356732,0.737702861,0.665795172,-0.877791215,-0.591228214,0.648647861,-1.083994757,2.807395499,-0.653403752,1.571658673,0.130362308,0.691019163,0
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,White,28.08090364,-11.38034121,-9.779757544,-2.433733345,-0.697408313,-0.343230332,-0.254385692,-2.106481896,0.545523465,-1.360331022,-0.554032558,0.065819723,-0.323478443,-0.031759248,0
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5,White,21.69879973,-2.769035322,15.29724018,-0.321646531,0.810616943,0.676943997,-0.570363977,1.294070651,-0.756936476,0.211798423,0.017773358,0.100015512,-0.939847042,-0.25267809,0
7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6,White,-19.27000529,-16.49933221,-7.675059276,-0.905612408,1.668996529,0.022539536,-1.318298237,-0.47509896,0.200785583,-0.052246339,-0.575335781,-0.078388943,0.437836373,0.042963576,0
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,White,-0.480970016,-1.107121009,-30.19031552,-2.062655278,0.081602499,0.680510764,0.331019719,-0.912160901,0.26459218,0.039092563,0.345007018,0.581515162,0.740705749,0.151634726,0
6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,5,White,16.59343705,-17.18650848,-2.567302345,-0.201083929,0.881061238,0.064717914,-0.589941462,0.182699514,0.371070433,1.491660793,-0.306205777,1.116376105,-0.140671076,-0.002589504,0
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6,White,24.99149381,-15.11302962,-11.25430573,-1.489056431,-1.18382054,0.162134346,0.529086528,-1.618827929,0.036868201,-0.191143329,0.074439017,1.22906695,-0.281915499,0.270802912,0
6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,6,White,-0.492226175,-1.286927892,-29.99579885,-1.759524557,-0.182455135,-0.264757407,0.323201833,-0.455471601,0.834855054,0.351834582,-0.696856843,0.362402355,0.694007896,0.257268838,0
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,White,-17.05822085,20.59126186,15.01314952,1.071913744,0.406165396,-0.973094609,-1.574573679,0.218618696,-0.471681308,0.248071881,-2.231245277,0.254660317,0.243705736,0.285812415,0
6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6,White,-7.855863727,-15.12706367,20.17504436,-0.640482627,0.399240923,-2.278979265,-1.504364026,-0.542975127,-0.704354951,0.311965719,-0.471793445,-0.327967355,-0.618818871,0.489377445,0
6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5,White,18.29780829,-19.70918685,-0.260246536,-0.400230274,-0.956559655,0.276611417,-0.504569884,-0.122467436,0.083089337,0.780865561,-0.616352207,0.093766023,-0.179002249,0.355459974,0
7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7,White,-15.49019813,-16.30721588,-4.929246961,0.000502941,1.925549551,-0.780919202,-0.118091801,-0.182472955,0.84614578,-0.362575417,-0.725554519,-0.285668706,0.050521911,0.106487169,0
6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,White,13.34040276,-21.968739,-4.307849844,-0.523027971,-0.452039634,0.177459193,-2.177158168,0.611504747,1.621303176,-0.691454989,-0.981051375,0.220389241,-0.074211858,-0.064814936,1
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,White,-22.35623586,2.623669842,-13.83698077,0.521872079,1.913732042,0.716270923,-1.07677836,-0.351799015,0.383237534,0.119038055,0.147958953,-0.10299294,0.199532809,0.041707121,0
7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6,White,-28.28819287,-5.985153861,-4.002123076,0.902842101,-0.630742736,-3.294262116,-1.27563809,1.673256451,0.647244784,-1.186532701,3.011043475,0.300625378,-0.484483225,0.790373341,0
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,White,-15.00964723,-4.607465124,-21.94495843,0.554918925,2.239257363,0.638818448,0.408451807,0.710958268,-0.257286779,-0.183925372,-0.04447391,0.607288129,0.519525973,0.044570747,0
6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7,White,-22.69400914,-10.31715178,8.48275293,1.272210194,2.565483109,0.094932702,0.41896869,-0.750798039,0.736578719,0.456539674,0.109243568,0.4149226,-0.511330454,0.07613794,0
7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,4,White,-6.007981643,0.7313083,4.681731153,-3.117738864,-2.655271461,-0.010432127,-0.688666603,0.824180601,-0.237103078,1.156405774,0.419237574,-0.163099586,0.551917236,0.294480292,0
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,White,3.107731414,-33.95624032,6.777807707,-2.038540259,-1.743241913,0.502552912,0.231170398,-1.912201892,0.246438639,-0.460299422,-0.341595223,0.413747417,0.640067948,0.469971524,0
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,White,3.107411502,-33.9557036,6.777654179,-2.038540259,-1.743241913,0.502552912,0.231170398,-1.912201892,0.246438639,-0.460299422,-0.341595223,0.413747417,0.640067948,0.469971524,1
6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6,White,13.09335582,5.390955766,5.328685029,-1.173524837,0.168140153,0.288992106,0.714231565,0.130184503,0.001218397,0.158804471,-0.395663648,0.069671726,-0.422033073,-0.110128176,0
5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7,White,-13.86512651,-17.90213726,-12.01352999,1.834799243,3.131885502,-0.474791117,1.439562484,0.351412568,1.723658585,1.659407712,-0.928834163,0.498160449,-0.246161813,0.422500506,0
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,White,-12.73314241,-0.176009433,-20.25461891,0.782284573,2.347262229,-0.497364318,0.9179002,-0.171593588,0.5759049,0.503573187,-0.160865042,0.141898221,0.217335566,0.373886081,0
7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6,White,13.5617795,-21.07185466,5.883914986,-0.182391569,1.345611235,-0.731475018,-0.897043607,0.359116534,0.418980577,0.07892005,-0.454116959,0.041171723,-0.418970057,0.005301663,0
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,White,28.91022319,5.548136157,9.226784385,-1.819366357,-2.33682572,-0.421866573,-0.10364622,-0.61656126,-0.737858575,0.535662365,0.172245567,0.481149694,-0.681747069,0.449467702,0
5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6,White,-9.162954621,-18.08937159,15.77979038,0.454336557,0.053596125,0.349850684,0.977507442,-0.514265992,-1.219208666,-0.328749543,-0.464655533,0.607384892,-0.45908051,0.318259571,0
6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,6,White,12.88536589,9.706024734,-11.42658949,-0.830058923,0.704430296,-0.069758608,0.747171394,0.664244985,0.368133316,0.36079141,-0.248665604,0.226442538,-0.049480438,0.151250314,0
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,White,-13.37750149,-1.210412393,-20.17618201,-0.554082786,1.81952939,-0.639209589,-1.558485519,0.159453979,0.965021686,-0.32194995,-1.003840907,0.2049023,0.60397368,0.053959859,0
6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6,White,5.06458274,15.38335605,-17.34352975,-1.541729708,-0.835785657,0.723158807,0.758499604,-0.503492776,0.939299754,0.480333105,-0.248712728,-0.292431928,0.263328123,0.320072563,0
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6,White,14.01034597,0.301048889,19.62140137,-1.750290883,-0.448378156,-0.737283401,-0.013336542,0.185753997,-0.384259748,0.094691171,0.335205424,-0.639542667,-0.781312477,0.177925029,0
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,White,3.06268798,-24.6179556,-8.64176465,-0.076373252,2.115889976,-0.559418454,0.976519983,-0.708477319,0.898488339,1.058864169,-0.456871962,0.412510267,-0.078738611,0.101291642,0
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,White,3.062589521,-24.617514,-8.641516644,-0.076373252,2.115889976,-0.559418454,0.976519983,-0.708477319,0.898488339,1.058864169,-0.456871962,0.412510267,-0.078738611,0.101291642,0
6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7,White,-18.1291245,10.20220018,-15.29883525,-0.261058985,1.491261443,-1.292697844,-0.820992499,-0.676405664,0.884640231,-0.70052385,-1.320325489,-0.427342256,0.317691312,0.33311605,0
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,White,-0.721996054,-22.44769921,6.770559194,-0.02644063,-0.235930326,-2.669924886,0.43662449,0.383899918,0.065095328,1.08523872,-1.926818052,-0.005632474,-0.287551326,0.46738301,0
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,White,-17.4067776,-4.039589981,-0.869231792,-1.683115809,-1.294982861,-0.898316027,-0.616843081,-1.816847504,-0.527356967,-0.256212742,0.219893685,0.228834839,0.249187837,0.688451376,0
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,White,16.52803601,7.339717274,-22.5546917,-0.941083574,-1.410901061,1.000927972,0.021219972,0.358175428,0.230894038,0.158911871,-0.282156003,-0.098498594,0.146520546,0.201825157,0
6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6,White,7.692515953,1.82396606,-22.3518597,-0.372597256,1.41600132,0.354393215,0.768064891,0.944854997,0.492948349,0.332201894,-0.061244666,0.337679618,0.194373099,0.116234036,0
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,White,-8.649673437,-25.11515293,14.44332413,-1.374831397,-1.983018201,0.550429062,-0.631981683,-1.995956903,-0.46646307,0.308401462,-1.14308856,1.02509517,-0.152948855,0.342407137,0
6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5,White,7.764098532,-0.507587178,3.686603906,-1.098350001,-0.11691174,0.735701297,-0.247509028,1.777637332,-0.110772478,-0.34897415,-0.475280384,-0.329972281,-0.14443257,-0.139841923,3
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,White,-1.015393321,-13.30358373,-27.73825292,-1.842416031,-0.099961229,-0.815300027,0.284908722,-0.783084344,0.561214945,0.593998894,-0.907987357,0.699173696,0.813255037,0.331537466,0
6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5,White,19.32796329,-21.05345167,1.035083378,-0.382347976,-0.713033471,1.351156816,-0.067251918,-0.983020197,-0.010275803,1.034494005,-0.29831467,0.862576694,-0.252809366,0.303981663,0
5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,5,White,-22.42651828,2.400467936,-13.58302287,1.237135374,2.028876822,1.378290893,-0.387466597,0.655542269,-0.801340236,0.451527025,0.317191083,1.08693651,0.222660113,-0.083010928,0
7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7,White,-6.913006631,4.498632891,-10.18891861,-2.297981642,-0.319894895,-1.392992483,2.51739319,-0.172094344,0.635812647,0.440288826,-1.031248436,0.108786866,0.794845814,0.11868825,0
5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,6,White,-1.952642007,-12.40792179,-27.87716516,-1.681900551,-0.471936723,0.199136991,0.367722701,-0.361639546,0.658647911,-0.294470809,-0.352724538,0.140448407,1.076990219,0.231732511,0
7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,6,White,-28.00726273,7.191140661,-4.741942731,0.445091864,1.386910248,-0.175065459,-1.156317439,-0.447761791,0.277668464,-0.290194637,-0.479656781,0.406051133,0.013439163,0.063319734,0
8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,5,White,17.34878882,-15.90122449,15.99478952,0.038366328,-0.199511038,-0.30377845,-1.471962773,0.774429142,-0.492930602,-0.283538937,-0.97117045,-0.23801392,-0.707126166,-0.084468572,0
